member_id,name,national_id,phone,branch_id,employer,join_date,risk_rating
M00615,John Wekesa,22302410,0722101856,BR007,Safaricom,2024-01-18,Normal
M00616,Duncan Mutua,27593217,0791384718,BR005,National Police Service,2025-10-09,Normal
M00617,Joseph Nyambura,36986531,0724289484,BR008,Safaricom,2024-01-12,Normal
M00618,David Ndungu,37223043,0744587020,BR002,Farmer / Agribusiness,2025-02-21,Normal
M00619,Rose Muthoni,36227926,0742651583,BR009,Kenya Revenue Authority,2025-12-12,Normal
M00620,Lilian Mwangi,36172235,0725605267,BR006,Boda Boda Operator,2024-08-24,Normal
M00621,Esther Omondi,27715175,0752376656,BR002,Small Business Owner,2023-10-17,Normal
M00622,Duncan Mutua,28330143,0748559355,BR006,Teacher - TSC,2025-04-17,Normal
M00623,Alice Onyango,30531822,0757451057,BR007,National Police Service,2023-05-03,Normal
M00624,Martin Omondi,26380962,0776974557,BR015,Retired,2025-12-07,Normal
M00625,Lucy Cheruiyot,26803716,0743513553,BR004,Private Security Firm,2022-02-18,Normal
M00626,Faith Adhiambo,22633605,0799043272,BR010,KPLC,2023-06-30,Normal
M00627,Lilian Onyango,32455288,0793304578,BR010,Matatu SACCO Crew,2019-07-30,Normal
M00628,Elijah Adhiambo,37150798,0747616749,BR008,Small Business Owner,2025-12-11,Normal
M00629,Kennedy Nyambura,36049758,0782580645,BR004,Self Employed,2025-12-20,Normal
M00630,Emily Njoroge,35340953,0726155543,BR009,Retired,2023-05-25,Normal
M00631,Mary Omondi,27071676,0760925964,BR009,Kenya Ports Authority,2024-08-29,Normal
M00632,Catherine Njoroge,38406733,0745279000,BR002,National Police Service,2023-02-24,Normal
M00633,Joseph Onyango,34225162,0738257191,BR005,Small Business Owner,2024-10-14,Normal
M00634,Catherine Achieng,26036080,0786693314,BR012,County Government,2023-09-04,Normal
M00635,Irene Cheruiyot,38634119,0768011418,BR010,Private Security Firm,2022-01-24,Normal
M00636,Mercy Wanjiru,35870810,0711307588,BR007,County Government,2021-09-13,Normal
M00637,Lilian Kariuki,37347875,0781669929,BR007,Retired,2025-02-07,Normal
M00638,Felix Muthoni,21600858,0763472598,BR006,Teacher - TSC,2024-12-16,Normal
M00639,Stephen Onyango,23231355,0770378491,BR012,Retired,2021-05-02,Normal
M00640,Vincent Adhiambo,28647474,0756189726,BR006,Self Employed,2022-06-01,Normal
M00641,Nancy Kiptoo,39356000,0787295245,BR007,Ministry of Health,2020-11-10,Normal
M00642,Margaret Kilonzo,30908219,0778510704,BR011,KPLC,2025-07-16,Normal
M00643,Francis Achieng,24860303,0732491607,BR013,Ministry of Health,2024-07-06,Normal
M00644,Susan Maina,22393910,0720618223,BR013,County Government,2023-04-14,Normal
M00645,Francis Chebet,28974884,0791253395,BR006,Ministry of Health,2022-01-22,Normal
M00646,Joyce Wekesa,39693759,0779918804,BR007,KPLC,2022-07-18,Normal
M00647,Ann Wekesa,27872782,0798855162,BR007,Boda Boda Operator,2021-05-18,Normal
M00648,David Odhiambo,22140517,0773509922,BR012,Safaricom,2020-05-25,Normal
M00649,Jane Odhiambo,28806436,0792960269,BR001,County Government,2019-10-18,Normal
M00650,Martin Wafula,34869996,0794084814,BR002,County Government,2023-11-15,Normal
M00651,Geoffrey Kilonzo,30911945,0773908407,BR003,KPLC,2025-05-29,Normal
M00652,Ann Chebet,38095488,0733761455,BR014,Kenya Ports Authority,2025-07-25,Normal
M00653,Consolata Muthoni,34595418,0780257585,BR010,Ministry of Health,2024-08-15,Normal
M00654,Winnie Rotich,27621165,0722019737,BR011,KPLC,2025-06-27,Normal
M00655,Francis Mwangi,20003098,0780238316,BR005,Private Security Firm,2023-08-09,Normal
M00656,Vincent Mwangi,36506487,0774030858,BR013,Boda Boda Operator,2021-01-11,Normal
M00657,Irene Mwangi,38394948,0760149632,BR001,National Police Service,2024-04-30,Normal
M00658,Joseph Chebet,33076942,0760782359,BR007,National Police Service,2025-10-15,Normal
M00659,Purity Mumo,29122279,0748208680,BR005,Ministry of Health,2020-05-22,Normal
M00660,Felix Otieno,26120569,0728337367,BR012,Boda Boda Operator,2025-06-19,Normal
M00661,Isaac Waweru,36508646,0735204672,BR002,Matatu SACCO Crew,2024-08-10,Normal
M00662,Mary Njoroge,23431728,0747864772,BR001,Boda Boda Operator,2021-03-17,Normal
M00663,Samuel Mwangi,36561781,0739150491,BR003,Matatu SACCO Crew,2024-06-01,Normal
M00664,Sarah Chebet,21064921,0754325223,BR007,Teacher - TSC,2022-12-30,Normal
M00665,Brian Otieno,38226497,0773102032,BR014,County Government,2021-02-20,Normal
M00666,Faith Mumo,28353790,0761646699,BR004,Kenya Revenue Authority,2022-04-22,Normal
M00667,Martin Mumo,23152784,0779946108,BR008,Ministry of Health,2022-04-10,Normal
M00668,Margaret Adhiambo,30840201,0731288466,BR004,Ministry of Health,2024-10-20,Normal
M00669,Catherine Onyango,30026503,0736672234,BR012,Matatu SACCO Crew,2019-12-22,Normal
M00670,Esther Kariuki,34568047,0753555463,BR015,Self Employed,2020-02-01,Normal
M00671,Kennedy Cheruiyot,20299636,0715636254,BR003,Kenya Ports Authority,2022-08-06,Normal
M00672,Elijah Otieno,28345734,0731165928,BR013,KPLC,2024-10-30,Normal
M00673,Kevin Kariuki,25164645,0781988124,BR002,Kenya Revenue Authority,2023-04-19,Normal
M00674,Vincent Ndungu,31654049,0768883853,BR002,Retired,2020-11-29,Normal
M00675,Samuel Mutua,21325015,0775136149,BR004,Retired,2019-09-28,Normal
M00676,Winnie Kiptoo,39015354,0735048615,BR008,Safaricom,2025-10-08,Normal
M00677,Duncan Waweru,38606614,0731520928,BR006,Teacher - TSC,2023-02-17,Normal
M00678,Stephen Rotich,32318258,0770945449,BR009,Self Employed,2021-03-28,Normal
M00679,Consolata Mwangi,32216336,0793241474,BR013,National Police Service,2025-03-05,Normal
M00680,Damaris Maina,26370961,0780339453,BR006,Ministry of Health,2020-03-18,Normal
M00681,Agnes Nyambura,30805334,0724826245,BR008,Teacher - TSC,2025-09-07,Normal
M00682,Ann Njoroge,21049373,0737122588,BR009,Teacher - TSC,2020-04-01,Normal
M00683,Julius Gitau,33039212,0798304696,BR008,KPLC,2021-08-25,Normal
M00684,Paul Waweru,22378135,0711756387,BR009,Farmer / Agribusiness,2026-02-13,Normal
M00685,Robert Gitau,22682905,0772821834,BR015,Kenya Revenue Authority,2021-11-03,Normal
M00686,Consolata Nyambura,32383888,0717824896,BR011,Private Security Firm,2020-03-07,Normal
M00687,James Gitau,30197344,0720460308,BR010,National Police Service,2022-06-25,Normal
M00688,Caroline Maina,26357236,0735920053,BR009,Safaricom,2020-08-03,Normal
M00689,Alice Rotich,38728124,0765725133,BR011,Retired,2022-04-16,Normal
M00690,Diana Omondi,34330258,0723972387,BR002,County Government,2025-12-19,Normal
M00691,Patrick Omondi,25307521,0781658908,BR013,Kenya Ports Authority,2021-07-10,Normal
M00692,Agnes Langat,32472837,0765343779,BR008,Kenya Revenue Authority,2023-06-15,Normal
M00693,Susan Rotich,27178237,0760340113,BR011,Kenya Revenue Authority,2024-04-30,Normal
M00694,Sarah Maina,20006564,0714652375,BR009,Boda Boda Operator,2022-05-08,Normal
M00695,Robert Wafula,20220413,0750310141,BR010,National Police Service,2019-09-07,Normal
M00696,Diana Gitau,29259584,0784311410,BR004,Safaricom,2023-01-12,Normal
M00697,Peter Achieng,31933826,0730952341,BR009,County Government,2025-11-25,Normal
M00698,Stephen Ndungu,30076477,0722335296,BR005,Kenya Ports Authority,2023-08-14,Normal
M00699,Mercy Barasa,36191126,0733206579,BR007,KPLC,2025-11-18,Normal
M00700,Margaret Kamau,39336872,0761210252,BR014,Teacher - TSC,2025-12-18,Normal
M00701,Duncan Nyambura,33976149,0726178675,BR013,Private Security Firm,2020-02-17,Normal
M00702,Rebecca Mwangi,32834132,0717264930,BR013,Boda Boda Operator,2022-01-16,Normal
M00703,Ann Barasa,36857800,0739634895,BR009,County Government,2019-12-18,Normal
M00704,Susan Koech,23022682,0739807828,BR001,Small Business Owner,2023-11-28,Normal
M00705,James Onyango,39174364,0716618423,BR005,Safaricom,2023-12-04,Normal
M00706,Dennis Mumo,24374664,0728102047,BR007,KPLC,2022-06-12,Normal
M00707,Anthony Kiptoo,38829660,0770548145,BR009,Retired,2021-09-21,Normal
M00708,Elijah Nyambura,30851893,0787311859,BR009,Teacher - TSC,2022-04-06,Normal
M00709,Daniel Barasa,31560337,0789708841,BR002,Ministry of Health,2024-02-21,Normal
M00710,Nancy Gitau,34838108,0793642093,BR001,County Government,2022-12-02,Normal
M00711,Kevin Wanjiru,22879454,0725082279,BR008,Retired,2020-01-02,Normal
M00712,Lilian Gitau,29653109,0711843251,BR001,Matatu SACCO Crew,2022-03-24,Normal
M00713,John Barasa,27013196,0782209870,BR012,National Police Service,2020-09-30,Normal
M00714,Caroline Onyango,24742832,0799692417,BR004,Self Employed,2025-08-18,Normal
M00715,Joseph Kamau,29529913,0736936968,BR007,Kenya Revenue Authority,2026-01-14,Normal
M00716,John Otieno,33040767,0798633740,BR012,Boda Boda Operator,2022-07-18,Normal
M00717,Felix Wamalwa,32969567,0741026926,BR011,Small Business Owner,2023-07-17,Normal
M00718,Michael Rotich,22953483,0735020518,BR009,National Police Service,2020-08-13,Normal
M00719,Mary Kamau,28301102,0781056927,BR009,Boda Boda Operator,2024-08-20,Normal
M00720,Mary Kilonzo,31808243,0757698045,BR006,Ministry of Health,2024-12-29,Normal
M00721,Peter Kariuki,28646284,0761965156,BR005,Farmer / Agribusiness,2022-02-24,Normal
M00722,Esther Wanjiru,31468440,0762726977,BR014,Ministry of Health,2019-10-31,Normal
M00723,Everlyne Waweru,27631216,0766013532,BR003,National Police Service,2020-06-26,Normal
M00724,Rebecca Waweru,31048962,0770286467,BR010,Safaricom,2021-03-19,Normal
M00725,Vincent Omondi,26788404,0728536762,BR003,Boda Boda Operator,2021-10-26,Normal
M00726,Simon Mumo,24870506,0798077934,BR012,Farmer / Agribusiness,2025-05-17,Normal
M00727,Vincent Wekesa,23972418,0734714210,BR010,Matatu SACCO Crew,2021-04-10,Normal
M00728,Consolata Nyambura,33799319,0750714693,BR014,KPLC,2021-02-18,Normal
M00729,Faith Wanjiru,26199063,0713516265,BR012,Kenya Revenue Authority,2022-07-28,Normal
M00730,Esther Waweru,27790753,0740992534,BR010,Ministry of Health,2022-06-30,Normal
M00731,Winnie Wanjiru,36855216,0791163038,BR001,KPLC,2023-07-13,Normal
M00732,Winnie Onyango,24614161,0731983035,BR012,National Police Service,2023-09-11,Normal
M00733,Mary Adhiambo,29054955,0765437830,BR004,National Police Service,2019-11-12,Normal
M00734,Simon Achieng,36439755,0753606752,BR012,Private Security Firm,2021-10-10,Normal
M00735,Peter Waweru,32763239,0751996390,BR008,Small Business Owner,2022-04-08,Normal
M00736,Judith Wamalwa,21292247,0779880338,BR010,Teacher - TSC,2025-11-30,Normal
M00737,Esther Koech,38047893,0763098035,BR008,Retired,2024-08-16,Normal
M00738,Judith Kamau,26370320,0749081432,BR001,KPLC,2025-10-03,Normal
M00739,Dennis Wafula,21830282,0779386491,BR007,Farmer / Agribusiness,2022-12-01,Normal
M00740,Martin Koech,23797408,0734128507,BR003,Kenya Revenue Authority,2024-09-12,Normal
M00741,Patrick Achieng,20835911,0734008676,BR010,KPLC,2025-08-18,Normal
M00742,Patrick Chebet,25502726,0726581824,BR010,Teacher - TSC,2021-10-07,Normal
M00743,Moses Chebet,32887833,0778674708,BR002,Kenya Ports Authority,2024-07-16,Normal
M00744,Elijah Njoroge,31247215,0785898994,BR003,Private Security Firm,2023-10-01,Normal
M00745,Alice Mumo,21721694,0766315301,BR011,Boda Boda Operator,2021-03-08,Normal
M00746,Faith Wamalwa,24414791,0737226295,BR005,Self Employed,2024-07-03,Normal
M00747,Felix Onyango,38236872,0710771825,BR010,Kenya Ports Authority,2022-05-04,Normal
M00748,Geoffrey Onyango,35224937,0765049584,BR015,KPLC,2025-01-13,Normal
M00749,Robert Rotich,29331921,0793183589,BR002,Ministry of Health,2026-03-30,Normal
M00750,Peter Kariuki,31711162,0714928616,BR009,County Government,2021-10-30,Normal
M00751,Margaret Barasa,22942813,0716580878,BR014,Teacher - TSC,2019-11-12,Normal
M00752,Nancy Omondi,39963846,0786810468,BR007,Kenya Revenue Authority,2021-07-02,Normal
M00753,Joyce Adhiambo,21202592,0722499198,BR009,Kenya Revenue Authority,2021-06-28,Normal
M00754,Damaris Otieno,34338608,0783882978,BR005,Teacher - TSC,2023-02-14,Normal
M00755,Felix Mutua,31046405,0780739820,BR005,Small Business Owner,2024-10-12,Normal
M00756,Faith Muthoni,37748503,0721766833,BR009,KPLC,2021-11-08,Normal
M00757,Felix Barasa,28712745,0780516816,BR012,Kenya Ports Authority,2026-04-14,Normal
M00758,Winnie Koech,36701420,0776102828,BR010,Kenya Revenue Authority,2023-06-21,Normal
M00759,Lucy Mwangi,23966373,0713219453,BR003,KPLC,2026-05-03,Normal
M00760,Beatrice Nyambura,21526464,0754800838,BR011,Matatu SACCO Crew,2020-10-28,Normal
M00761,Diana Wafula,28536835,0719104802,BR009,Boda Boda Operator,2021-11-18,Normal
M00762,John Odhiambo,31183118,0755816776,BR005,Small Business Owner,2025-03-08,Normal
M00763,Damaris Njoroge,26510082,0754360949,BR012,Private Security Firm,2025-11-18,Normal
M00764,Judith Wanjiru,36156308,0730855594,BR006,Ministry of Health,2024-11-15,Normal
M00765,Duncan Nyambura,21879795,0779937264,BR008,Boda Boda Operator,2025-07-10,Normal
M00766,Lucy Muthoni,31130652,0757458790,BR010,Teacher - TSC,2023-01-15,Normal
M00767,Brian Kariuki,37927232,0732276047,BR003,Kenya Ports Authority,2022-08-24,Normal
M00768,Lilian Ndungu,30344207,0752211394,BR010,Retired,2023-11-14,Normal
M00769,Robert Cheruiyot,32468275,0770653840,BR001,Private Security Firm,2022-07-19,Normal
M00770,David Kilonzo,21254769,0737125189,BR005,Farmer / Agribusiness,2021-12-04,Normal
M00771,Charles Wamalwa,36779038,0730679969,BR002,National Police Service,2024-06-23,Normal
M00772,Patrick Wanjiru,23296775,0779276026,BR006,Ministry of Health,2024-12-03,Normal
M00773,Isaac Langat,37526985,0725547243,BR003,Self Employed,2021-10-20,Normal
M00774,Agnes Achieng,21548193,0723838227,BR005,Safaricom,2019-12-30,Normal
M00775,Margaret Kariuki,27041252,0753067834,BR013,National Police Service,2023-01-02,Normal
M00776,Emily Achieng,23947707,0746595028,BR004,County Government,2022-09-18,Normal
M00777,Michael Rotich,37249013,0723740579,BR003,National Police Service,2022-07-27,Normal
M00778,Samuel Chebet,29504886,0787052108,BR009,National Police Service,2023-06-06,Normal
M00779,Agnes Rotich,34886344,0716808353,BR003,County Government,2020-04-19,Normal
M00780,Peter Otieno,34309815,0762602177,BR001,County Government,2024-10-12,Normal
M00781,Diana Chebet,34959782,0792720444,BR012,Matatu SACCO Crew,2026-03-09,Normal
M00782,Everlyne Ndungu,37900783,0720542212,BR005,Farmer / Agribusiness,2023-03-25,Normal
M00783,Duncan Ndungu,35712732,0723054418,BR013,KPLC,2024-09-21,Normal
M00784,Paul Wanjiru,28658813,0758781345,BR005,Small Business Owner,2024-09-20,Normal
M00785,John Otieno,35949574,0725151444,BR003,Matatu SACCO Crew,2023-03-17,Normal
M00786,Kevin Waweru,39283002,0727098533,BR008,Safaricom,2024-09-03,Normal
M00787,Julius Otieno,30137402,0781503899,BR002,KPLC,2024-01-19,Normal
M00788,Paul Rotich,25335835,0774743230,BR007,Small Business Owner,2026-02-14,Normal
M00789,Susan Nyambura,34608046,0786129797,BR002,Kenya Revenue Authority,2023-04-28,Normal
M00790,Geoffrey Otieno,39266561,0775314414,BR006,Teacher - TSC,2025-08-10,Normal
M00791,David Gitau,34938977,0733645674,BR010,Boda Boda Operator,2026-03-09,Normal
M00792,Duncan Waweru,32714143,0753943990,BR007,KPLC,2020-04-13,Normal
M00793,Samuel Wamalwa,39487336,0795380301,BR011,Kenya Revenue Authority,2020-03-10,Normal
M00794,Francis Maina,39392160,0770016768,BR001,National Police Service,2021-02-22,Normal
M00795,Rebecca Omondi,30219006,0768348074,BR004,Retired,2023-01-19,Normal
M00796,Nancy Koech,33562614,0727120235,BR015,Private Security Firm,2023-05-13,Normal
M00797,Grace Mwangi,38791497,0758216998,BR005,Teacher - TSC,2020-03-14,Normal
M00798,Isaac Muthoni,33229449,0793914843,BR014,Matatu SACCO Crew,2022-08-31,Normal
M00799,Vincent Kiptoo,25818677,0773736162,BR012,County Government,2023-10-17,Normal
M00800,Joyce Gitau,34000100,0730705405,BR004,Boda Boda Operator,2025-09-24,Normal
M00801,Julius Mwangi,24831700,0775323947,BR014,Ministry of Health,2020-11-28,Normal
M00802,Kennedy Nyambura,35301782,0791125155,BR007,Farmer / Agribusiness,2021-01-09,Normal
M00803,Caroline Gitau,35101030,0761635535,BR007,Matatu SACCO Crew,2021-07-08,Normal
M00804,Susan Onyango,27944010,0777340900,BR004,Boda Boda Operator,2021-08-02,Normal
M00805,Peter Muthoni,36215787,0759469782,BR007,Teacher - TSC,2025-08-17,Normal
M00806,Martin Koech,29375791,0772402697,BR010,Safaricom,2024-11-25,Normal
M00807,Charles Kariuki,22619994,0795052118,BR002,Safaricom,2025-05-15,Normal
M00808,Consolata Barasa,37952737,0711447323,BR013,KPLC,2026-01-01,Normal
M00809,Agnes Nyambura,31841846,0749542951,BR008,Boda Boda Operator,2025-04-01,Normal
M00810,Mercy Ndungu,38914843,0744956086,BR003,Self Employed,2019-11-24,Normal
M00811,Peter Omondi,29789613,0793794410,BR011,Self Employed,2024-10-22,Normal
M00812,James Langat,29323058,0743829709,BR005,County Government,2024-12-08,Normal
M00813,Mary Wekesa,23742976,0791043555,BR010,County Government,2022-08-26,Normal
M00814,Joyce Ndungu,25885426,0745064728,BR015,Kenya Revenue Authority,2026-02-19,Normal
M00815,Moses Langat,21110333,0756016278,BR012,Teacher - TSC,2022-02-24,Normal
M00816,Emily Nyambura,32856950,0741936764,BR003,Ministry of Health,2026-03-07,Normal
M00817,Damaris Kilonzo,21822870,0796202825,BR008,Boda Boda Operator,2021-05-18,Normal
M00818,Brian Onyango,30112202,0773923372,BR013,Retired,2020-10-20,Normal
M00819,Isaac Maina,35924583,0745248951,BR013,County Government,2025-06-22,Normal
M00820,Kennedy Achieng,32817930,0752371009,BR009,Safaricom,2024-05-17,Normal
M00821,Judith Kilonzo,34488329,0791937985,BR011,Farmer / Agribusiness,2019-12-18,Normal
M00822,Kennedy Odhiambo,28567920,0797824468,BR011,Kenya Ports Authority,2022-07-23,Normal
M00823,Susan Mumo,26540620,0779786819,BR007,Matatu SACCO Crew,2024-09-02,Normal
M00824,Everlyne Mwangi,22280089,0711605433,BR011,Small Business Owner,2021-07-08,Normal
M00825,Joyce Cheruiyot,29505870,0743808923,BR002,National Police Service,2025-05-23,Normal
M00826,Michael Omondi,27275430,0790448089,BR001,Ministry of Health,2019-10-08,Normal
M00827,Ann Maina,38994117,0734799223,BR002,Farmer / Agribusiness,2020-11-05,Normal
M00828,Geoffrey Adhiambo,22540546,0795735668,BR002,KPLC,2021-07-26,Normal
M00829,Everlyne Mumo,30851641,0744539133,BR015,County Government,2022-08-08,Normal
M00830,Rose Maina,31162040,0718060935,BR013,Boda Boda Operator,2020-05-01,Normal
M00831,Charles Adhiambo,26733338,0791913332,BR014,Small Business Owner,2022-06-21,Normal
M00832,Elijah Nyambura,27327834,0792405160,BR003,Ministry of Health,2025-01-07,Normal
M00833,James Otieno,39171142,0743634472,BR002,Kenya Revenue Authority,2024-06-14,Normal
M00834,Julius Mwangi,21269553,0799201885,BR008,Small Business Owner,2019-09-17,Normal
M00835,Susan Mwangi,37293383,0775857881,BR005,KPLC,2021-03-14,Normal
M00836,Mary Maina,36175462,0726267678,BR007,Kenya Ports Authority,2024-01-12,Normal
M00837,Rose Kamau,23042278,0759037166,BR009,Safaricom,2023-07-12,Normal
M00838,Emily Mumo,29729398,0796945247,BR014,National Police Service,2023-04-25,Normal
M00839,Everlyne Kiptoo,30028424,0762358969,BR003,Farmer / Agribusiness,2025-09-20,Normal
M00840,Julius Achieng,26357373,0728782825,BR002,Self Employed,2023-07-13,Normal
M00841,Brian Otieno,38137916,0796356711,BR004,Boda Boda Operator,2019-10-14,Normal
M00842,Mary Kamau,31384519,0717523501,BR008,Matatu SACCO Crew,2025-06-28,Normal
M00843,Kennedy Kariuki,37552982,0771521428,BR013,Ministry of Health,2019-12-25,Normal
M00844,Esther Adhiambo,22417042,0714949636,BR014,Retired,2025-07-08,Normal
M00845,Simon Adhiambo,21536849,0742572300,BR003,Retired,2024-12-25,Normal
M00846,Peter Wamalwa,30312529,0723058343,BR011,KPLC,2020-12-18,Normal
M00847,Duncan Odhiambo,23831234,0776725470,BR010,Kenya Ports Authority,2021-06-01,Normal
M00848,Daniel Nyambura,31319356,0763956682,BR013,Matatu SACCO Crew,2026-05-28,Normal
M00849,Duncan Ndungu,27154873,0716118522,BR002,Kenya Ports Authority,2025-12-17,Normal
M00850,Samuel Mumo,33930267,0732555403,BR003,Retired,2023-04-07,Normal
M00851,Simon Muthoni,21365628,0727900736,BR006,Teacher - TSC,2025-09-15,Normal
M00852,Mary Wamalwa,36339917,0720834405,BR013,Self Employed,2026-05-15,Normal
M00853,Susan Wamalwa,29520450,0765864403,BR001,Retired,2021-07-06,Normal
M00854,Julius Mutua,37551882,0770454232,BR013,Small Business Owner,2024-11-02,Normal
M00855,Nancy Njoroge,36773445,0792147935,BR004,Teacher - TSC,2021-06-16,Normal
M00856,Vincent Cheruiyot,26439191,0725771632,BR011,Safaricom,2022-11-17,Normal
M00857,Sarah Mumo,26982969,0747101348,BR002,Self Employed,2023-07-24,Normal
M00858,Rebecca Onyango,36693827,0733665782,BR004,County Government,2020-10-06,Normal
M00859,Margaret Kiptoo,34585160,0743739891,BR011,Matatu SACCO Crew,2019-12-26,Normal
M00860,Peter Adhiambo,38030831,0733607235,BR010,County Government,2024-08-01,Normal
M00861,Jane Wamalwa,27895352,0769702849,BR013,Kenya Ports Authority,2019-10-30,Normal
M00862,Geoffrey Wamalwa,30928173,0740878564,BR010,Kenya Revenue Authority,2023-02-27,Normal
M00863,Martin Nyambura,26709404,0760403103,BR002,Farmer / Agribusiness,2023-02-27,Normal
M00864,Grace Wamalwa,34625204,0729453688,BR004,National Police Service,2020-04-29,Normal
M00865,Kevin Wanjiru,35359212,0736059032,BR015,Ministry of Health,2026-05-03,Normal
M00866,Peter Chebet,39081259,0718006318,BR006,Boda Boda Operator,2022-07-11,Normal
M00867,Joseph Mumo,31528497,0739508245,BR003,Farmer / Agribusiness,2020-09-30,Normal
M00868,Judith Waweru,25702088,0787594146,BR005,Safaricom,2026-04-09,Normal
M00869,Moses Onyango,27262608,0789400640,BR014,KPLC,2022-01-28,Normal
M00870,Dennis Wekesa,28276340,0743263373,BR014,Matatu SACCO Crew,2024-09-09,Normal
M00871,Susan Wanjiru,39250203,0710681501,BR007,Small Business Owner,2025-12-31,Normal
M00872,Purity Kamau,34284042,0781285951,BR001,Small Business Owner,2019-12-14,Normal
M00873,James Rotich,20416846,0764575354,BR008,National Police Service,2020-08-07,Normal
M00874,James Mwangi,36098844,0799796439,BR003,Boda Boda Operator,2023-07-10,Normal
M00875,Mary Achieng,35561224,0728605786,BR003,Private Security Firm,2024-08-26,Normal
M00876,Joyce Kariuki,35579181,0795013818,BR012,Self Employed,2024-01-18,Normal
M00877,Agnes Koech,21097705,0749807633,BR014,Small Business Owner,2020-04-17,Normal
M00878,Irene Kiptoo,22716534,0793276088,BR013,Farmer / Agribusiness,2022-07-12,Normal
M00879,Everlyne Kilonzo,21730153,0724893677,BR006,Small Business Owner,2020-02-12,Normal
M00880,Kevin Njoroge,38749896,0718993381,BR006,Safaricom,2024-09-20,Normal
M00881,Esther Rotich,23810363,0797112459,BR012,KPLC,2021-10-18,Normal
M00882,Emily Cheruiyot,30752981,0757340158,BR012,Farmer / Agribusiness,2026-01-03,Normal
M00883,James Kilonzo,31583881,0770721529,BR005,KPLC,2025-02-23,Normal
M00884,Vincent Omondi,37879662,0749227057,BR009,KPLC,2025-05-29,Normal
M00885,Robert Achieng,22929595,0720760289,BR010,Small Business Owner,2023-08-18,Normal
M00886,Jane Odhiambo,25528636,0747036407,BR015,Teacher - TSC,2021-07-04,Normal
M00887,Daniel Koech,20761359,0749348536,BR012,Small Business Owner,2021-02-28,Normal
M00888,Dennis Achieng,20720826,0749126722,BR011,National Police Service,2025-07-28,Normal
M00889,Purity Kariuki,31270174,0765256328,BR002,Kenya Ports Authority,2019-10-01,Normal
M00890,Diana Koech,38403556,0769761289,BR006,KPLC,2023-02-28,Normal
M00891,Margaret Njoroge,28724402,0740438156,BR005,KPLC,2025-11-11,Normal
M00892,Francis Achieng,25582218,0793031143,BR006,Farmer / Agribusiness,2022-09-25,Normal
M00893,Joseph Gitau,25150095,0731643241,BR003,National Police Service,2025-07-03,Normal
M00894,Sarah Mutua,32404138,0734762712,BR002,National Police Service,2019-12-18,Normal
M00895,Ann Kilonzo,35046783,0782459667,BR009,County Government,2019-11-22,Normal
M00896,Rose Adhiambo,36757650,0729513094,BR009,KPLC,2022-11-19,Normal
M00897,Martin Rotich,37025821,0754463735,BR015,Ministry of Health,2023-02-03,Normal
M00898,Emily Muthoni,24935302,0785864089,BR012,Retired,2022-10-25,Normal
M00899,Mercy Onyango,21344892,0728713077,BR015,Ministry of Health,2024-06-16,Normal
M00900,Michael Gitau,27394215,0769857441,BR009,Matatu SACCO Crew,2020-10-23,Normal
M00901,Lucy Muthoni,37664188,0739815643,BR002,Kenya Revenue Authority,2023-02-28,Normal
M00902,Vincent Langat,34947092,0721727533,BR015,Safaricom,2022-08-14,Normal
M00903,Michael Koech,21880645,0799491869,BR007,Matatu SACCO Crew,2021-09-06,Normal
M00904,Kevin Mwangi,29551281,0756294407,BR007,Matatu SACCO Crew,2021-02-27,Normal
M00905,Martin Wamalwa,34905561,0765782199,BR005,Kenya Revenue Authority,2024-07-01,Normal
M00906,Consolata Nyambura,33898037,0728732457,BR008,Private Security Firm,2022-09-27,Normal
M00907,Francis Onyango,37626178,0755018873,BR010,Teacher - TSC,2026-03-17,Normal
M00908,Dennis Kariuki,29171394,0765635129,BR015,County Government,2026-02-15,Normal
M00909,Ann Kiptoo,26241339,0761240239,BR009,Boda Boda Operator,2024-09-06,Normal
M00910,Margaret Gitau,39636330,0750790697,BR009,KPLC,2025-01-01,Normal
M00911,John Wanjiru,28813978,0750288055,BR009,Ministry of Health,2024-09-12,Normal
M00912,Consolata Wafula,33997458,0734074943,BR014,KPLC,2024-10-19,Normal
M00913,Stephen Onyango,22238913,0790381832,BR015,Retired,2022-03-31,Normal
M00914,Lilian Mutua,35973275,0726050250,BR006,Matatu SACCO Crew,2026-01-07,Normal
M00915,Alice Muthoni,21963283,0729614192,BR009,Matatu SACCO Crew,2025-12-14,Normal
M00916,Stephen Kilonzo,34076554,0795395644,BR008,Farmer / Agribusiness,2021-01-07,Normal
M00917,Julius Adhiambo,22577875,0778969993,BR006,National Police Service,2020-01-18,Normal
M00918,Alice Rotich,30824889,0752441045,BR013,Private Security Firm,2021-07-22,Normal
M00919,Diana Kilonzo,23215635,0781728681,BR014,Kenya Ports Authority,2022-11-17,Normal
M00920,Francis Kilonzo,36270511,0765296966,BR006,Matatu SACCO Crew,2021-02-10,Normal
M00921,Moses Cheruiyot,26322218,0784981433,BR015,Kenya Ports Authority,2021-04-30,Normal
M00922,Diana Mumo,23824089,0766015266,BR012,KPLC,2025-05-25,Normal
M00923,Rebecca Mwangi,36089961,0756735943,BR015,Boda Boda Operator,2020-05-10,Normal
M00924,Consolata Waweru,37553031,0755908520,BR012,County Government,2023-07-27,Normal
